idx,code,reaction
2342,1026,[C:16]([N:17]([C:18](=[O:19])[C:20](=[N+:21]([C-:22]([C:23]([C:24]([H:37])([H:38])[H:39])=[O:25])[C:26]([C:27]([H:40])([H:41])[H:42])=[O:28])[H:36])[C:29]([C:30]([H:43])([H:44])[H:45])=[O:31])[H:35])([H:32])([H:33])[H:34].[C:1]([O:2][C:3]1=[C:4]([C:5]2=[C:6]([H:49])[C:7]([H:50])=[C:8]([H:51])[C:9]([H:52])=[C:10]2[H:53])[C:11]2([H:54])[C:12]([H:55])([H:56])[C:13]([H:57])([H:58])[C:14]1([H:59])[C:15]2([H:60])[H:61])([H:46])([H:47])[H:48]>>[C:1]([O:2][C:3]12[C:4]([C:5]3=[C:6]([H:49])[C:7]([H:50])=[C:8]([H:51])[C:9]([H:52])=[C:10]3[H:53])([C:11]3([H:54])[C:12]([H:55])([H:56])[C:13]([H:57])([H:58])[C:14]1([H:59])[C:15]3([H:60])[H:61])[C:22]([C:23]([C:24]([H:37])([H:38])[H:39])=[O:25])([C:26]([C:27]([H:40])([H:41])[H:42])=[O:28])[N:21]([H:36])[C:20]2([C:18]([N:17]([C:16]([H:32])([H:33])[H:34])[H:35])=[O:19])[C:29]([C:30]([H:43])([H:44])[H:45])=[O:31])([H:46])([H:47])[H:48]
2343,1026,[C:16]([N:17]([C:18](=[O:19])[C:20](=[N+:21]([C-:22]([C:23]([C:24]([H:37])([H:38])[H:39])=[O:25])[C:26]([C:27]([H:40])([H:41])[H:42])=[O:28])[H:36])[C:29]([C:30]([H:43])([H:44])[H:45])=[O:31])[H:35])([H:32])([H:33])[H:34].[C:1]([O:2][C:3]1=[C:4]([C:5]2=[C:6]([H:49])[C:7]([H:50])=[C:8]([H:51])[C:9]([H:52])=[C:10]2[H:53])[C:11]2([H:54])[C:12]([H:55])([H:56])[C:13]([H:57])([H:58])[C:14]1([H:59])[C:15]2([H:60])[H:61])([H:46])([H:47])[H:48]>>[C:1]([O:2][C:3]12[C:4]([C:5]3=[C:6]([H:49])[C:7]([H:50])=[C:8]([H:51])[C:9]([H:52])=[C:10]3[H:53])([C:11]3([H:54])[C:12]([H:55])([H:56])[C:13]([H:57])([H:58])[C:14]1([H:59])[C:15]3([H:60])[H:61])[C:20]([C:18]([N:17]([C:16]([H:32])([H:33])[H:34])[H:35])=[O:19])([C:29]([C:30]([H:43])([H:44])[H:45])=[O:31])[N:21]([H:36])[C:22]2([C:23]([C:24]([H:37])([H:38])[H:39])=[O:25])[C:26]([C:27]([H:40])([H:41])[H:42])=[O:28])([H:46])([H:47])[H:48]
2344,1027,[C:13]([O:14][C:15](=[O:16])[C:17](=[O+:18][C-:19]([C:20]#[N:21])[C:22](=[O:23])[O:24][C:25]([H:35])([H:36])[H:37])[C:26]1=[C:27]([H:38])[C:28]([H:39])=[C:29]([H:40])[C:30]([H:41])=[C:31]1[H:42])([H:32])([H:33])[H:34].[C:1]([O:2][C:3](=[O:4])/[C:5]([F:6])=[C:7](/[F:8])[C:9](=[O:10])[O:11][C:12]([H:46])([H:47])[H:48])([H:43])([H:44])[H:45]>>[C:1]([O:2][C:3](=[O:4])[C@@:5]1([F:6])[C@@:7]([F:8])([C:9](=[O:10])[O:11][C:12]([H:46])([H:47])[H:48])[C:19]([C:20]#[N:21])([C:22](=[O:23])[O:24][C:25]([H:35])([H:36])[H:37])[O:18][C:17]1([C:15]([O:14][C:13]([H:32])([H:33])[H:34])=[O:16])[C:26]1=[C:27]([H:38])[C:28]([H:39])=[C:29]([H:40])[C:30]([H:41])=[C:31]1[H:42])([H:43])([H:44])[H:45]
2345,1028,[C:1]([O:2][C:3]([Br:4])=[C:5]([Br:6])[Br:7])([H:21])([H:22])[H:23].[C:8]([O:9][C:10](=[O:11])[C-:12]1[C:13](=[O:14])[O:15][C:16]([C:17]#[N:18])=[N+:19]1[C:20]([H:27])([H:28])[H:29])([H:24])([H:25])[H:26]>>[C:1]([O:2][C:3]1([Br:4])[C:5]([Br:6])([Br:7])[C:12]2([C:10]([O:9][C:8]([H:24])([H:25])[H:26])=[O:11])[C:13](=[O:14])[O:15][C:16]1([C:17]#[N:18])[N:19]2[C:20]([H:27])([H:28])[H:29])([H:21])([H:22])[H:23]
2346,1028,[C:1]([O:2][C:3]([Br:4])=[C:5]([Br:6])[Br:7])([H:21])([H:22])[H:23].[C:8]([O:9][C:10](=[O:11])[C-:12]1[C:13](=[O:14])[O:15][C:16]([C:17]#[N:18])=[N+:19]1[C:20]([H:27])([H:28])[H:29])([H:24])([H:25])[H:26]>>[C:1]([O:2][C:3]1([Br:4])[C:5]([Br:6])([Br:7])[C:16]2([C:17]#[N:18])[O:15][C:13](=[O:14])[C:12]1([C:10]([O:9][C:8]([H:24])([H:25])[H:26])=[O:11])[N:19]2[C:20]([H:27])([H:28])[H:29])([H:21])([H:22])[H:23]
2347,1029,[C:12]([N:13]([C:14](=[O:15])[C:16]([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])=[N+:23]([C:24]([H:40])([H:41])[H:42])[C-:25]([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]2)([H:50])([H:51])[H:52]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]3([H:54])[C:9]([H:55])([C:10]1([H:56])[O:11]2)[C:25]([C:26]([H:43])([H:44])[H:45])([C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[N:23]([C:24]([H:40])([H:41])[H:42])[C:16]3([C:14]([N:13]([C:12]([H:31])([H:32])[H:33])[H:34])=[O:15])[C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])([H:50])([H:51])[H:52]
2348,1029,[C:12]([N:13]([C:14](=[O:15])[C:16]([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])=[N+:23]([C:24]([H:40])([H:41])[H:42])[C-:25]([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]2)([H:50])([H:51])[H:52]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]3([H:54])[C:9]([H:55])([C:10]1([H:56])[O:11]2)[C:16]([C:14]([N:13]([C:12]([H:31])([H:32])[H:33])[H:34])=[O:15])([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])[N:23]([C:24]([H:40])([H:41])[H:42])[C:25]3([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])([H:50])([H:51])[H:52]
2349,1029,[C:12]([N:13]([C:14](=[O:15])[C:16]([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])=[N+:23]([C:24]([H:40])([H:41])[H:42])[C-:25]([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]2)([H:50])([H:51])[H:52]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([Cl:6])([C:7]3([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]3)[C:16]([C:14]([N:13]([C:12]([H:31])([H:32])[H:33])[H:34])=[O:15])([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])[N:23]([C:24]([H:40])([H:41])[H:42])[C:25]2([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])([H:50])([H:51])[H:52]
2350,1029,[C:12]([N:13]([C:14](=[O:15])[C:16]([C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])=[N+:23]([C:24]([H:40])([H:41])[H:42])[C-:25]([C:26]([H:43])([H:44])[H:45])[C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:7]2([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]2)([H:50])([H:51])[H:52]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([Cl:6])([C:7]3([H:53])[C:8]([H:54])=[C:9]([H:55])[C:10]1([H:56])[O:11]3)[C:25]([C:26]([H:43])([H:44])[H:45])([C:27](=[O:28])[N:29]([C:30]([H:47])([H:48])[H:49])[H:46])[N:23]([C:24]([H:40])([H:41])[H:42])[C:16]2([C:14]([N:13]([C:12]([H:31])([H:32])[H:33])[H:34])=[O:15])[C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])([H:50])([H:51])[H:52]
2351,1030,[C:1]([O:2][C:3]([F:4])=[C:5]([F:6])[F:7])([H:32])([H:33])[H:34].[C:8]([N:9]([C:10](=[O:11])[C:12]([C:13]1=[C:14]([H:39])[C:15]([H:40])=[C:16]([H:41])[C:17]([H:42])=[C:18]1[H:43])=[N+:19]([C:20]([H:44])([H:45])[H:46])[C-:21]([C:22](=[O:23])[O:24][C:25]([H:47])([H:48])[H:49])[C:26]1=[C:27]([H:50])[C:28]([H:51])=[C:29]([H:52])[C:30]([H:53])=[C:31]1[H:54])[H:38])([H:35])([H:36])[H:37]>>[C:1]([O:2][C:3]1([F:4])[C:5]([F:6])([F:7])[C:21]([C:22](=[O:23])[O:24][C:25]([H:47])([H:48])[H:49])([C:26]2=[C:27]([H:50])[C:28]([H:51])=[C:29]([H:52])[C:30]([H:53])=[C:31]2[H:54])[N:19]([C:20]([H:44])([H:45])[H:46])[C:12]1([C:10]([N:9]([C:8]([H:35])([H:36])[H:37])[H:38])=[O:11])[C:13]1=[C:14]([H:39])[C:15]([H:40])=[C:16]([H:41])[C:17]([H:42])=[C:18]1[H:43])([H:32])([H:33])[H:34]
2352,1030,[C:1]([O:2][C:3]([F:4])=[C:5]([F:6])[F:7])([H:32])([H:33])[H:34].[C:8]([N:9]([C:10](=[O:11])[C:12]([C:13]1=[C:14]([H:39])[C:15]([H:40])=[C:16]([H:41])[C:17]([H:42])=[C:18]1[H:43])=[N+:19]([C:20]([H:44])([H:45])[H:46])[C-:21]([C:22](=[O:23])[O:24][C:25]([H:47])([H:48])[H:49])[C:26]1=[C:27]([H:50])[C:28]([H:51])=[C:29]([H:52])[C:30]([H:53])=[C:31]1[H:54])[H:38])([H:35])([H:36])[H:37]>>[C:1]([O:2][C:3]1([F:4])[C:5]([F:6])([F:7])[C:12]([C:10]([N:9]([C:8]([H:35])([H:36])[H:37])[H:38])=[O:11])([C:13]2=[C:14]([H:39])[C:15]([H:40])=[C:16]([H:41])[C:17]([H:42])=[C:18]2[H:43])[N:19]([C:20]([H:44])([H:45])[H:46])[C:21]1([C:22](=[O:23])[O:24][C:25]([H:47])([H:48])[H:49])[C:26]1=[C:27]([H:50])[C:28]([H:51])=[C:29]([H:52])[C:30]([H:53])=[C:31]1[H:54])([H:32])([H:33])[H:34]
2353,1031,[C:15]([O:16][C:17](=[O:18])[C-:19]([O+:20]=[C:21]([C:22]#[N:23])[C:24]([C:25]([H:36])([H:37])[H:38])=[O:26])[C:27]1=[C:28]([H:39])[C:29]([H:40])=[C:30]([H:41])[C:31]([H:42])=[C:32]1[H:43])([H:33])([H:34])[H:35].[F:1][C:2]1=[C:3]([C:4]2=[C:5]([H:44])[C:6]([H:45])=[C:7]([H:46])[C:8]([H:47])=[C:9]2[H:48])[C:10]2([H:49])[C:11]([H:50])([H:51])[C:12]([H:52])([H:53])[C:13]1([H:54])[C:14]2([H:55])[H:56]>>[F:1][C:2]12[C:3]([C:4]3=[C:5]([H:44])[C:6]([H:45])=[C:7]([H:46])[C:8]([H:47])=[C:9]3[H:48])([C:10]3([H:49])[C:11]([H:50])([H:51])[C:12]([H:52])([H:53])[C:13]1([H:54])[C:14]3([H:55])[H:56])[C:21]([C:22]#[N:23])([C:24]([C:25]([H:36])([H:37])[H:38])=[O:26])[O:20][C:19]2([C:17]([O:16][C:15]([H:33])([H:34])[H:35])=[O:18])[C:27]1=[C:28]([H:39])[C:29]([H:40])=[C:30]([H:41])[C:31]([H:42])=[C:32]1[H:43]
2354,1031,[C:15]([O:16][C:17](=[O:18])[C-:19]([O+:20]=[C:21]([C:22]#[N:23])[C:24]([C:25]([H:36])([H:37])[H:38])=[O:26])[C:27]1=[C:28]([H:39])[C:29]([H:40])=[C:30]([H:41])[C:31]([H:42])=[C:32]1[H:43])([H:33])([H:34])[H:35].[F:1][C:2]1=[C:3]([C:4]2=[C:5]([H:44])[C:6]([H:45])=[C:7]([H:46])[C:8]([H:47])=[C:9]2[H:48])[C:10]2([H:49])[C:11]([H:50])([H:51])[C:12]([H:52])([H:53])[C:13]1([H:54])[C:14]2([H:55])[H:56]>>[F:1][C:2]12[C:3]([C:4]3=[C:5]([H:44])[C:6]([H:45])=[C:7]([H:46])[C:8]([H:47])=[C:9]3[H:48])([C:10]3([H:49])[C:11]([H:50])([H:51])[C:12]([H:52])([H:53])[C:13]1([H:54])[C:14]3([H:55])[H:56])[C:19]([C:17]([O:16][C:15]([H:33])([H:34])[H:35])=[O:18])([C:27]1=[C:28]([H:39])[C:29]([H:40])=[C:30]([H:41])[C:31]([H:42])=[C:32]1[H:43])[O:20][C:21]2([C:22]#[N:23])[C:24]([C:25]([H:36])([H:37])[H:38])=[O:26]
2355,1032,[C:11]([N:12]([C:13](=[O:14])[C-:15]([O+:16]=[C:17]([C:18]([H:28])([H:29])[H:30])[C:19]([H:31])([H:32])[H:33])[C:20](=[O:21])[N:22]([C:23]([H:35])([H:36])[H:37])[H:34])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2](=[O:3])/[C:4]([Br:5])=[C:6](/[Br:7])[C:8]([C:9]([H:41])([H:42])[H:43])=[O:10])([H:38])([H:39])[H:40]>>[C:1]([C:2](=[O:3])[C@@:4]1([Br:5])[C@@:6]([Br:7])([C:8]([C:9]([H:41])([H:42])[H:43])=[O:10])[C:15]([C:13]([N:12]([C:11]([H:24])([H:25])[H:26])[H:27])=[O:14])([C:20](=[O:21])[N:22]([C:23]([H:35])([H:36])[H:37])[H:34])[O:16][C:17]1([C:18]([H:28])([H:29])[H:30])[C:19]([H:31])([H:32])[H:33])([H:38])([H:39])[H:40]
2356,1033,[C:16](=[N+:17]([C:18]([H:34])([H:35])[H:36])[C-:19]([C:20]1=[C:21]([H:37])[C:22]([H:38])=[C:23]([H:39])[C:24]([H:40])=[C:25]1[H:41])[C:26]1=[C:27]([H:42])[C:28]([H:43])=[C:29]([H:44])[C:30]([H:45])=[C:31]1[H:46])([H:32])[H:33].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:47])[C:12]([H:48])([H:49])[C:13]([H:50])([H:51])[C:14]1([H:52])[C:15]2([H:53])[H:54]>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([C:11]3([H:47])[C:12]([H:48])([H:49])[C:13]([H:50])([H:51])[C:14]1([H:52])[C:15]3([H:53])[H:54])[C:19]([C:20]1=[C:21]([H:37])[C:22]([H:38])=[C:23]([H:39])[C:24]([H:40])=[C:25]1[H:41])([C:26]1=[C:27]([H:42])[C:28]([H:43])=[C:29]([H:44])[C:30]([H:45])=[C:31]1[H:46])[N:17]([C:18]([H:34])([H:35])[H:36])[C:16]2([H:32])[H:33]
2357,1034,[C:16]([O:17][C:18](=[O:19])[N-:20][N+:21](=[C:22]([C:23]#[N:24])[C:25]([C:26]([H:32])([H:33])[H:34])=[O:27])[H:31])([H:28])([H:29])[H:30].[C:1]([N:2]([C:3](=[O:4])[C:5]([Br:6])=[C:7]([C:8](=[O:9])[N:10]([C:11]([H:40])([H:41])[H:42])[H:39])[C:12](=[O:13])[N:14]([C:15]([H:44])([H:45])[H:46])[H:43])[H:38])([H:35])([H:36])[H:37]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1([Br:6])[C:7]([C:8](=[O:9])[N:10]([C:11]([H:40])([H:41])[H:42])[H:39])([C:12](=[O:13])[N:14]([C:15]([H:44])([H:45])[H:46])[H:43])[C:22]([C:23]#[N:24])([C:25]([C:26]([H:32])([H:33])[H:34])=[O:27])[N:21]([H:31])[N:20]1[C:18]([O:17][C:16]([H:28])([H:29])[H:30])=[O:19])[H:38])([H:35])([H:36])[H:37]
2358,1034,[C:16]([O:17][C:18](=[O:19])[N-:20][N+:21](=[C:22]([C:23]#[N:24])[C:25]([C:26]([H:32])([H:33])[H:34])=[O:27])[H:31])([H:28])([H:29])[H:30].[C:1]([N:2]([C:3](=[O:4])[C:5]([Br:6])=[C:7]([C:8](=[O:9])[N:10]([C:11]([H:40])([H:41])[H:42])[H:39])[C:12](=[O:13])[N:14]([C:15]([H:44])([H:45])[H:46])[H:43])[H:38])([H:35])([H:36])[H:37]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1([Br:6])[C:7]([C:8](=[O:9])[N:10]([C:11]([H:40])([H:41])[H:42])[H:39])([C:12](=[O:13])[N:14]([C:15]([H:44])([H:45])[H:46])[H:43])[N:20]([C:18]([O:17][C:16]([H:28])([H:29])[H:30])=[O:19])[N:21]([H:31])[C:22]1([C:23]#[N:24])[C:25]([C:26]([H:32])([H:33])[H:34])=[O:27])[H:38])([H:35])([H:36])[H:37]
2359,1035,[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]2)([H:34])([H:35])[H:36].[N:17]#[C:18][N-:19][N+:20](=[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[H:46]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([C:6]3=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]3[H:41])([C:12]3([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]3)[N:19]([C:18]#[N:17])[N:20]([H:46])[C:21]2([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])([H:34])([H:35])[H:36]
2360,1035,[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]2)([H:34])([H:35])[H:36].[N:17]#[C:18][N-:19][N+:20](=[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[H:46]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]3([H:43])[C:14]([H:44])([C:15]1([H:45])[O:16]2)[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])([C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[N:20]([H:46])[N:19]3[C:18]#[N:17])([H:34])([H:35])[H:36]
2361,1035,[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]2)([H:34])([H:35])[H:36].[N:17]#[C:18][N-:19][N+:20](=[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[H:46]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]3([H:43])[C:14]([H:44])([C:15]1([H:45])[O:16]2)[N:19]([C:18]#[N:17])[N:20]([H:46])[C:21]3([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])([H:34])([H:35])[H:36]
2362,1035,[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]2=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]2[H:41])[C:12]2([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]2)([H:34])([H:35])[H:36].[N:17]#[C:18][N-:19][N+:20](=[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])[C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[H:46]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([C:6]3=[C:7]([H:37])[C:8]([H:38])=[C:9]([H:39])[C:10]([H:40])=[C:11]3[H:41])([C:12]3([H:42])[C:13]([H:43])=[C:14]([H:44])[C:15]1([H:45])[O:16]3)[C:21]([C:22]1=[C:23]([H:47])[C:24]([H:48])=[C:25]([H:49])[C:26]([H:50])=[C:27]1[H:51])([C:28]1=[C:29]([H:52])[C:30]([H:53])=[C:31]([H:54])[C:32]([H:55])=[C:33]1[H:56])[N:20]([H:46])[N:19]2[C:18]#[N:17])([H:34])([H:35])[H:36]
2363,1036,[C:19]([N:20]([C:21](=[O:22])[C-:23]([O+:24]=[C:25]([C:26]([H:35])([H:36])[H:37])[C:27]([H:38])([H:39])[H:40])[C:28]([C:29]([H:41])([H:42])[H:43])=[O:30])[H:34])([H:31])([H:32])[H:33].[C:1]([N:2]([C:3](=[O:4])[C:5]1([C:6](=[O:7])[N:8]([C:9]([H:49])([H:50])[H:51])[H:48])[C:10]#[C:11][C:12]([O:13][C:14]([H:53])([H:54])[H:55])([H:52])[C:15]([H:56])([H:57])[C:16]([H:58])([H:59])[C:17]([H:60])([H:61])[C:18]1([H:62])[H:63])[H:47])([H:44])([H:45])[H:46]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1([C:6](=[O:7])[N:8]([C:9]([H:49])([H:50])[H:51])[H:48])[C:10]2=[C:11]([C:12]([O:13][C:14]([H:53])([H:54])[H:55])([H:52])[C:15]([H:56])([H:57])[C:16]([H:58])([H:59])[C:17]([H:60])([H:61])[C:18]1([H:62])[H:63])[C:23]([C:21]([N:20]([C:19]([H:31])([H:32])[H:33])[H:34])=[O:22])([C:28]([C:29]([H:41])([H:42])[H:43])=[O:30])[O:24][C:25]2([C:26]([H:35])([H:36])[H:37])[C:27]([H:38])([H:39])[H:40])[H:47])([H:44])([H:45])[H:46]
2364,1036,[C:19]([N:20]([C:21](=[O:22])[C-:23]([O+:24]=[C:25]([C:26]([H:35])([H:36])[H:37])[C:27]([H:38])([H:39])[H:40])[C:28]([C:29]([H:41])([H:42])[H:43])=[O:30])[H:34])([H:31])([H:32])[H:33].[C:1]([N:2]([C:3](=[O:4])[C:5]1([C:6](=[O:7])[N:8]([C:9]([H:49])([H:50])[H:51])[H:48])[C:10]#[C:11][C:12]([O:13][C:14]([H:53])([H:54])[H:55])([H:52])[C:15]([H:56])([H:57])[C:16]([H:58])([H:59])[C:17]([H:60])([H:61])[C:18]1([H:62])[H:63])[H:47])([H:44])([H:45])[H:46]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1([C:6](=[O:7])[N:8]([C:9]([H:49])([H:50])[H:51])[H:48])[C:10]2=[C:11]([C:12]([O:13][C:14]([H:53])([H:54])[H:55])([H:52])[C:15]([H:56])([H:57])[C:16]([H:58])([H:59])[C:17]([H:60])([H:61])[C:18]1([H:62])[H:63])[C:25]([C:26]([H:35])([H:36])[H:37])([C:27]([H:38])([H:39])[H:40])[O:24][C:23]2([C:21]([N:20]([C:19]([H:31])([H:32])[H:33])[H:34])=[O:22])[C:28]([C:29]([H:41])([H:42])[H:43])=[O:30])[H:47])([H:44])([H:45])[H:46]
2365,1037,[C:13]([C:14](=[O:15])[C:16](=[N+:17]([C-:18]([C:19]#[N:20])[C:21]1=[C:22]([H:34])[C:23]([H:35])=[C:24]([H:36])[C:25]([H:37])=[C:26]1[H:38])[H:33])[C:27]([C:28]([H:39])([H:40])[H:41])=[O:29])([H:30])([H:31])[H:32].[F:1][C:2]1([F:3])[C:4]#[C:5][C:6]([Cl:7])([Cl:8])[C:9]([H:42])([H:43])[C:10]([H:44])([H:45])[C:11]([H:46])([H:47])[C:12]1([H:48])[H:49]>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([Cl:7])([Cl:8])[C:9]([H:42])([H:43])[C:10]([H:44])([H:45])[C:11]([H:46])([H:47])[C:12]1([H:48])[H:49])[C:18]([C:19]#[N:20])([C:21]1=[C:22]([H:34])[C:23]([H:35])=[C:24]([H:36])[C:25]([H:37])=[C:26]1[H:38])[N:17]([H:33])[C:16]2([C:14]([C:13]([H:30])([H:31])[H:32])=[O:15])[C:27]([C:28]([H:39])([H:40])[H:41])=[O:29]
